,username,age,profile_description,date,review_content,usage_period,purchase_point,recommend
254,laikaif,25 - 29,"Combination, Medium, Warm",17 Dec 2023,"harganya lumayan murah tp good quality banget, teksturnya juga ringan, recommendable product sunscreen yg mesti dibeli sih. Dari sekian banyak produk sunscreen, ini cocok buat kulit anak muda apalagi anak2 masih sekolah yg mana udh butuh sunscreen untuk dailynya.",Less than 1 week,Shopee,laikaif recommends this product!
255,finacamelia,19 - 24,"Combination, Medium, Neutral",17 Dec 2023,pake azarine udah dari awal mereka launching ss yg packagingnya hijau. aku langsung jatuh cinta banget karena cocok banget di muka aku yg oily. lalu mereka sekarang ada sunscreen moisturizer yg varian calm my acne dan sangat recommended buat dipake di oily acne prone skin,More than 1 year,Shopee,finacamelia recommends this product!
256,sisil122,18 and Under,"Combination, Medium, Neutral",17 Dec 2023,aku baru coba pake yg acne karena kemarin jerawatku smpet lumayan banyak siih tapi pas pake sunscreen ini wajah aku gak perih2 pas pake sunscreen brati bneran aman lah yaa buat kulit yang lagi berjerawat gini jadi aku baru beli satu sih dan ud semingguan pakaaii aman,Less than 1 week,Shopee,sisil122 recommends this product!
257,fitriaajeng99,19 - 24,"Combination, Medium, Neutral",16 Dec 2023,"Sunscreen yang oke banget buat kulit berjerawat. Awalnya coba-coba tp jadi repurchase terus. Ga bikin muka jadi abu-abu, ga lengket dan langsu set di wajah. Cocok banget buat remaja, untuk kulit juga kantongnya. Ini recommend banget aselii!",Less than 1 week,Shopee,fitriaajeng99 recommends this product!
258,aaaisha,18 and Under,"Oily, Medium, Warm",16 Dec 2023,"Aku udah abis hampir 10 tube ini dan aku suka banget! Teksturnya yang gel dan gak bikin whitecast itu point pentingnya, juga gak bikin kulitku iritasi karena kulitku oily acne-prone, tapi cenderung sensitif sama beberapa ingredients. Justru ini malah ngeredain redness di kulitku. Suka banget!",Less than 1 week,Indomaret,aaaisha recommends this product!
259,belvarzqt,18 and Under,"Normal, Medium Light, Neutral",16 Dec 2023,Aku suka banget pakai sunscreen darj azarine karena aman untuk remaja khususnya kulit yg berjerawat selain itu juga harganya affordable banget buat remaja dan aku jadi ingat untuk selalu pakai sunscreen kemana pun aku pergi thank you azarie,Less than 1 week,Shopee,belvarzqt recommends this product!
260,ekapitta,19 - 24,"Normal, Medium Light, Neutral",16 Dec 2023,"bagus dan cocok banget di aku, bakal repurchase karena secinta itu sama produk ini. awalnya aku skeptis tp ternyata gak ngecewain sama sekali. kalian wajib banget cobain karena ini cocok banget buat kulit semuanya!!!!! love this product so much sampe ga tau mau ngomong apa lagi!!",Less than 1 week,Shopee,ekapitta recommends this product!
261,Muffin,35 - 39,"Combination, Medium Light, Cool",16 Dec 2023,"Best sunscreen 2023 ku. feelsnya ringan kayak moisturizer. teksturnya thick gel, waktu dibaur kirain bakal berat, tp ternyata tidak dan cepet ngeset nya. cocok buat pagi hari dan gamau nunggu lama. ga ada efek komedogenik di aku. ga memperparah kulit yg lg sensitif kemerahan jg. trus baunya enak pas di blend br kecium, kyk jasmine. pdhl ga ada ingrd perfume keknya deh. mungkin bau asli ingredients nya",3 months - 6 months,Tokopedia,Muffin recommends this product!
262,Sisilherlia,18 and Under,"Normal, Medium, Warm",15 Dec 2023,Sunscreen pertama aku cocok banget. Dari teksturnya yang watery dan cepet meresap cocok bangeti di wajah aku yang tipe kulitnya kombinasi to dry. Ini sangat recommendes sih buat yang punya tipe kulit kombinasi to dry. Karena gampang banget di apply,Less than 1 week,Shopee,Sisilherlia recommends this product!
263,andinirizki,19 - 24,"Oily, Medium, Neutral",15 Dec 2023,"buat type kulit acne pronedan oily ini ga bikin muka makin berminyak, ga bikin beruntusan dan jerawat dan yang paling penting ga bikin kulit jadi kusam teksturnya ringan, mudah menyerap ga ada white cast. produk yang bakalan aku re purchase",Less than 1 week,Lazada,andinirizki recommends this product!
264,ervinaesmeralda,25 - 29,"Combination, Medium Light, Neutral",15 Dec 2023,"👉🏻Jenis chemical sunscreen yang punya tekstur gel, menurut aku dari teksturnya ini ringan banget, bahkan bisa dibilang mirip gel moisturizer. 👉🏻 Ada sedikit aromanya tapi aku gak terlalu noticable & ga terganggu sama aromanya 👉🏻Azarine ini tipe sunscreen yang ringan, mudah diratakan dan mudah menyerap, dengan finish sedikit dewy👉🏻 After usenya di kulitku yang oily gak ada feel greasy, dan sunscreen ini gak pilling mesikipun dipakai dibawah makeup👉🏻 NO alcohol, no silicone, fungal acne friendly",1 month - 3 months,Shopee,ervinaesmeralda recommends this product!
265,caphuccino,19 - 24,"Combination, Light, Neutral",14 Dec 2023,sunscreennya okee banget uda pake berkali2 soalnya cocok sama sunscreen ini. ga whitecast ga lengket pokoknya oke bingits ini sunscreennya. untuk harganya juga lumayan bersahabat sama dompet. aku bakal repurchase sunscreen ini terus buat kedepannya,1 month - 3 months,Shopee,caphuccino recommends this product!
266,amelmimha,30 - 34,"Oily, Light, Cool",14 Dec 2023,Teksturnya sama seperti sunscreen pada umumnya hanya yang membedakan terasa lebih berair setelah di aplikasikan ke wajah sehingga wajah terasa jauh lebih lembab dan kulit wajah jadi lebih lembut. Dan yang terpenting ngebantu masalah jerawat juga jadi lebih calming dan gak bikin gatel,1 week - 1 month,Tokopedia,amelmimha recommends this product!
267,carmenclar,19 - 24,"Oily, Light, Neutral",13 Dec 2023,"Calm My Acne Sunscreen Moisturuzer Azarine ini tekstur nya maupun feels nya pas uda dipake enak banget. Gaada wangi yg aneh"" ya azarine selalu ingre nya pasti super aman for acne prone and senstive skin. Love banget azarine dan ci cella💗 Next harus terus inovasi sii😍",1 month - 3 months,Shopee,carmenclar recommends this product!
268,reginaalh,19 - 24,"Combination, Medium, Neutral",12 Dec 2023,"buat yg kulitnya sensitif dan acne prone ini cocok banget sih! gaada whitecast, cepet nyerap, gampang di blend dan oke bgt buat ngontrol minyak di wajah, aman banget juga ditimpa makeup, pokonya super duper recommended buat kalian yg acne prone skin dan sensitive skin 😘",3 months - 6 months,sh,reginaalh recommends this product!
269,kaniirafflesia,19 - 24,"Dry, Medium Light, Neutral",12 Dec 2023,"SEMUA SUNSCREEN AZARINE RINGAAAN SEMUA!!! bener bener cepet set di muka, nggak ada white cast juga dan wanginya gak ganggu sama sekali! Kalo dipake di bawah makeup juga oke oke aja gak bikin makeup aku peeling ataupun patchy🥺💗 CUMAN ISINYA KURANG BANYAKKKK KARNA CEPET ABIS😭😭 azarine harus bikin tube jumbooooo",3 months - 6 months,Shopee,kaniirafflesia recommends this product!
270,Ren_chon,25 - 29,"Oily, Medium, Neutral",12 Dec 2023,"Buat yang punya kulit rentan jerawatan dan tipe kilang minyak kayak aku, bisa dicoba nih. Teksturnya gel dan gak ninggalin whitecast. Justru malah bikin kulit berasa lebih halus pas dipegang. Cepet nyerap pula, jadi buat yang tipe berminyak gak bakal tambah kuyup. Cuma emang spf nya gak setinggi yang varian biru. Harganya juga tergolong murah ini, untuk isi 40gr kalo di online shop pinter nyari harga, pasti dapet yang di bawah 30k kayak aku",1 month - 3 months,Shopee,Ren_chon recommends this product!
271,fanis,25 - 29,"Normal, Medium Dark, Warm",08 Dec 2023,"sering banget Gonta ganti SS karena belum Nemu yg cocok , setelah ketemu sihijau yg satu ini aku ngerasa cocok banget ,teksturnya ngga lengket gampang d blend juga d muka , bkin tone muka aku jd sedikit cerah dan best banget pokoknya SS yg satu ini",Less than 1 week,Shopee,fanis recommends this product!
272,Al_sef,19 - 24,"Dry, Light, Cool",04 Dec 2023,"Nyoba ini karna klaimnya bisa menenangkan jerawat dan lebih murah. Di aku ngga ngaruh ya buat jerawat, tapi dia aman buat kulit super sensitif yg gampang jerawatan. Karna susah banget nyari sunscreen yg aman buat kulit sensitif, aku lumayan approve lah. Minusnya, bikin kulit dan mata perih waktu di apply, peeling, dan cepet abis.",1 week - 1 month,Livy Cosmetics,Al_sef recommends this product!
273,Cndycandy,25 - 29,"Combination, Medium Light, Neutral",02 Dec 2023,9.5/10. Sempet ragu mau nyoba ss azarine karena yang sebelumnya ga bagus tapi ternyata yang ini baguss. Dia teksturnya mirip sama yang hydrasoothe (yang tosca) dan hasil akhirnya lumayan matte. Dia cukup nahan minyak dan ga bikin kusam. Dia juga ga pilling trus pas awal apply ada sedikit sensasi cooling. Kalau untuk dipake sama makeup sih kurang melembabkan buatku tapi buat yang kulitnya super oily kemungkinan oke (ditambah dia ga pilling). Aku suka pake dia buat lari atau jalan sore (bare face) karena lumayan nahan minyak sayangnya spfnya cuma 35 :(,Less than 1 week,Indomaret,Cndycandy recommends this product!
274,rizka_pewe,35 - 39,"Combination, Medium Dark, Warm",28 Nov 2023,"udah repurchase berrrrkali-kali karena secocok itu, enak dipake, mudah meresap, g whitecast, g perih dimata.. jerawat juga jadi mendingan.. cuma lubang tube nya besar jadi lebih boros karena gelnya keluarnya gendut & banyak 🤭 overall recomended",6 months - 1 year,Brand website,rizka_pewe recommends this product!
275,Frauezore,19 - 24,"Dry, Medium, Neutral",28 Nov 2023,"SO FAR SO GOOD. Masih kurang lebih satu pekan pemaiakan masih tidak ada memberikan efek samping signifikan di aku ya. Aku beli ini karena kebetulan habis microneedle untuk acne aku dan mau pakai sunscreen yang moisturizing tapi tetap ringat di wajah. Overall tidak ada masalah sih di kulit aku. Tidak memberikan reaksi sensitive, oily ataupun reaksi negatif lainnya. Baru sekali ini aku pakai sunscreen dengan SPF 35, biasanya 50. Semoga aja ini beneran cocok.",Less than 1 week,Watson,Frauezore recommends this product!
276,haniay,18 and Under,"Combination, Medium Dark, Cool",26 Nov 2023,"SUKAAA BGTTT!!! ss nya murah, gampang ditemuin, terus bagus. ini ss cuma 30rb an tp tuh ga whitecast ga bikin abu abu2 jg terus cocok buat tipe kulit combi + acne prone. buat efeknya si ga gmn2 bgt ya di aku calmingnya kurang menurut aku tp overall ini produk bgt bgt si. aku pake waktu itu karena ss aku yg sebelumnya abis dan surprisingly cocok!!!! yg kurabg sebenernya cuma tekstur sih, karena aku kurang suka produk yg gel bgt gt😁😁 akan aku repurchase si kalo yg sekarabg udh abis",Less than 1 week,Indomaret,haniay recommends this product!
277,ayashapra,19 - 24,"Combination, Medium Light, Neutral",25 Nov 2023,"Jadi awalnya liat-liat review di sosmed katanya bagus terus akhirnya memutuskan untuk beli ternyata beneran bagus banget teksturnya ringan, ngga ngerubah warna bikin muka jadi plumpy glowing sangat reccomended dan buat untuk yang acne skin ngga bikin muka jerawatan malah nyembuhin jerawat",1 month - 3 months,Watson,ayashapra recommends this product!
278,aadeekaa,19 - 24,"Combination, Medium Dark, Warm",24 Nov 2023,"sama kaya sunscreen azarine yang hydrasoothe, dia ringan bgt. cepet banget juga dia nyerap ke kulit, ga bikin wajah keliatan kusam, dan ga ada wangi macemw gitu loh, jadi ga ganggu. sebenernya yang bikin aku repurchase ini lagi dan lagi adalah harganya, murah banget woi, masuk bgt ke kantong anak kuliahan.",6 months - 1 year,Shopee,aadeekaa recommends this product!
279,zahrarist,19 - 24,"Oily, Medium, Neutral",23 Nov 2023,"mudaaah menyerap bangeeet OMGGG, gaada whitecast sama sekaliii, worth to try niiii HEHE harganya juga masi cocok di kantong pelajarrr ataupun mahasiswa. oiya, sebenernya ada series yg untuk barrier cuma aku beluum cobaa",1 month - 3 months,Shopee,zahrarist recommends this product!
280,ronaaquitaa,18 and Under,"Combination, Medium Light, Neutral",22 Nov 2023,"sunscreen ini bikin glowing parah pas pertama kali make, terus ngelembabin nya jg oke bangett, tekstur nya sama aja dengan sunscreen azarine yang lain, gel cair terus gampang meresapnya ke kulit, yang ngebedain itu product sunscreen yang ini aman buat acne prone !!.",Less than 1 week,Alfamart,ronaaquitaa recommends this product!
281,Cirociti,19 - 24,"Combination, Medium, Cool",22 Nov 2023,gatau ya aku sih kurang suka. di kulit muka ku malah jdi peeling 🥲 malah dry gtu jadinya wkwkwk. aku lebih suka yg varian lama nya sih trs yg satunya tuh juga bagus . aku jarang pakai ini gegara efek peeling nya dan cumuk banget di muka. gerah cuyyy. jadilah aku pakai klw d kosan aja itupun klw inget 🤣,1 month - 3 months,Shopee,Cirociti doesn't recommend this product!
282,kasdifemale,19 - 24,"Combination, Light, Neutral",21 Nov 2023,"dari pengalaman aku pakai sunscreen ini sih gak terlalu works yahh, karena lumayan buat kusam setelah apply ini beberapa jam kemudian. tapi untuk harga dan packaging menurut aku sih masih oke banget, karena dipakai untuk daily juga. tekstur nya juga gel jadi ringan diwajah",1 month - 3 months,Shopee,kasdifemale recommends this product!
283,Evelyncrty,18 and Under,"Normal, Medium, Neutral",20 Nov 2023,"Susncreen favorit aku sejauh ini, ngilangin jerawat, ngelindungin dari sinar matahari terus juga setelah dipakai ringan banget di muka berasa nggak pakai apa2, cuman kadang jadi agak kering di kulit trus juga ss nya cepat habis soalnya lubang nya besar bngt",1 month - 3 months,Indomaret,Evelyncrty recommends this product!
284,naurasnv,18 and Under,"Oily, Medium Dark, Warm",20 Nov 2023,"aku pindahan dari ss skinaqua ijo, terus udh pake ini 2 minggu dan enak banget, ringan, pas di apply ke wajah ada sensasi cooling nya gitu, tekstur nya juga oke banget buat wajah berjerawat n berminyak, ga nimbulin efek macem macem, malah jerawat aku jadi berkurang Alhamdulillah tp kayanya juga dibantu sama skincare lain yaa, but this is soo gooodd banget sih n harganya murah, repurchase? yes but after aku coba ss facetology wkwk pengen banget nyoba. but ss azarine acne SO GOOD!! kalian harus coba sekali dalam seumur hidup",1 week - 1 month,KKV,naurasnv recommends this product!
285,CynthiaOkta,25 - 29,"Oily, Light, Neutral",18 Nov 2023,"Sunscreen ini bener bener aman buat kulit berjerawat. dipakai seharian aman ga bleber ga geser dan yang penting mah wajah tetap aman walau diluar ruangan, gausah ragu ragu lagi deh kalo sunscreen selalu beli azarine yang ini.",6 months - 1 year,Shopee,CynthiaOkta recommends this product!
286,Dayantsr,25 - 29,"Combination, Medium, Neutral",17 Nov 2023,"Biasanya pake sunscreen azarine yang SPF 45, cuman akhir akhir ini wajah lagi rewel banget dan akhir nya nyobain yang SPF 35 dan alhamdulillah kulit lebih baik dari sebelumnya. Karna teksturnya cepet meresap dan gak bikin whitecast enak bgt klu buru buru ditimpa make up tapi tetep harus tunggu 5-10 menitan ya biar meresap dengan baik",3 months - 6 months,Shopee,Dayantsr recommends this product!
287,fingerey,18 and Under,"Oily, Medium, Warm",16 Nov 2023,"tipe kulitku oily, dan acne prone parah. warna kulit sawo matanag.duh, padal teksturnya tuh enak, gel lembut gitu. finisnya jg dewy (*tipe yg aku suka). tp gak oil control samsek di aku. gk nambah minyak wajah juga, jadi yh... tetep minyakan seperti biasa.ini mungkin bakal cocok buat tipe kulit normal to dry sih. 2 minggu pemakaian langsung makin banyak beruntusan T_T",1 week - 1 month,Shopee,fingerey doesn't recommend this product!
288,Areumxx,19 - 24,"Oily, Medium Light, Neutral",16 Nov 2023,"Azarine my acne ini WOW banget, aku udah pake dari maret tahun ini. overall aku suka pake banget, kekurangannya 1, sizenya kurang gede. aku yang pakenya 2 jari +suka reapply ngerasa 40ml itu kurang buat sebulan. Teksturenya yang ngga berat, gada whitecase, dan ngga bikin sumuk yang paling aku suka. oh ya, dia gada wangi yang nyengat dan ga bikin mata perih juga. Ditimpa makeup pun dia friendly bgt. Aku ketagihan sama azarine sunscreen my acne, bekas jerawatku juga pelan-pelan pudar 🥰🥰",6 months - 1 year,Shopee,Areumxx recommends this product!
289,Lou,25 - 29,"Oily, Medium Dark, Warm",13 Nov 2023,"coba ganti ss setelah bucin skinaqua spf30 bertahun2. tekstur lumayan sama sih pas dipake, tapi ntaran pas udah ngeset dan dipake agak lamaan dikir jadi berminyak gitu. kalo ditimpa bedak+concealer (aku gasuka pake foundation ya) jadi ada berminyak di t zone. padahal dg bedak dan concealer yg sama di ss berbeda tuh ngga segitunya minyaknya.",1 week - 1 month,Lazada,Lou recommends this product!
